iter	MultiClass
355	0.06376154575
356	0.06355418094
357	0.06326430414
358	0.06318785702
359	0.06295145272
360	0.06279013518
361	0.0626918146
362	0.06253604965
363	0.06228451315
364	0.06210607788
365	0.06202571509
366	0.06176371958
367	0.06167387759
368	0.06157290745
369	0.06144138547
370	0.06131156547
371	0.06119029333
372	0.06103710957
373	0.06095592459
374	0.06079088407
375	0.06063435626
376	0.06055021363
377	0.06035472573
378	0.06017771373
379	0.06001546671
380	0.05969477443
381	0.05952649588
382	0.05932034672
383	0.05906318603
384	0.05889846057
385	0.05880337191
386	0.05848401814
387	0.05831517562
388	0.05812448733
389	0.05789065001
390	0.05781373738
391	0.05770503192
392	0.05761516816
393	0.0574666532
394	0.05736730438
395	0.05730139561
396	0.05724360879
397	0.05709591994
398	0.05688518718
399	0.05677574514
400	0.05664948434
401	0.05650925082
402	0.05638075559
403	0.05617953986
404	0.05606164161
405	0.0560234581
406	0.05592061083
407	0.05572477943
408	0.05547759099
409	0.05531085144
410	0.05507341096
411	0.05496453951
412	0.05464966779
413	0.05455006996
414	0.05439213682
415	0.05431096271
416	0.05421231951
417	0.05414892414
418	0.05409045705
419	0.05389787548
420	0.05379969053
421	0.05365082018
422	0.05343042426
423	0.05330617021
424	0.05313827778
425	0.05297709609
426	0.05284463093
427	0.05273379237
428	0.05250168989
429	0.05235102343
430	0.0522773437
431	0.05216519319
432	0.05194692406
433	0.05189509074
434	0.0517401744
435	0.051633547
436	0.05149157838
437	0.05138201685
438	0.05121932476
439	0.05104915405
440	0.05091373368
441	0.05077877265
442	0.05061936735
443	0.05046833603
444	0.05034052657
445	0.05023577606
446	0.05015512369
447	0.0499637701
448	0.04984845973
449	0.04971083594
450	0.04964834203
451	0.04956390262
452	0.04944690758
453	0.04930666278
454	0.04923779038
455	0.04915651358
456	0.04897149217
457	0.04884646825
458	0.0486727691
459	0.04857063992
460	0.04846099513
461	0.04827812995
462	0.04812225721
463	0.04807483603
464	0.04795741549
465	0.04782383364
466	0.04765020615
467	0.0475703622
468	0.04750844521
469	0.0474056346
470	0.04730972379
471	0.04725982134
472	0.04720551608
473	0.04707630043
474	0.04693846852
475	0.04679143114
476	0.04667730394
477	0.04654807599
478	0.04645371982
479	0.04636215526
480	0.04619774084
481	0.0461011873
482	0.04598458507
483	0.04577291783
484	0.0456208253
485	0.04550063631
486	0.04540706052
487	0.04527445209
488	0.04517554997
489	0.04503601458
490	0.04489578
491	0.04478909548
492	0.04465572849
493	0.04455923124
494	0.04450492887
495	0.04439267604
496	0.04426709894
497	0.04411030966
498	0.04401691678
499	0.04392345214
500	0.04385303079
501	0.04373912073
502	0.04360895379
503	0.04349114994
504	0.04338356368
505	0.04331668787
506	0.04320127441
507	0.04311701842
508	0.04295991554
509	0.04286675002
510	0.04277238064
511	0.04266777728
512	0.04255786442
513	0.04244525573
514	0.04236782594
515	0.04229393366
516	0.0422089097
517	0.04215642293
518	0.04211881988
519	0.04201687593
520	0.04196981088
521	0.0418377263
522	0.04174420205
523	0.04162432456
524	0.04154237763
525	0.04150207646
526	0.04141526601
527	0.0413524938
528	0.04131430674
529	0.04122934858
530	0.04114102545
531	0.04106503459
532	0.04090596754
533	0.04081195572
534	0.0407049318
535	0.04057449712
536	0.04048152017
537	0.04031898275
538	0.04026278704
539	0.04016305471
540	0.04007116053
541	0.04003287216
542	0.03998463675
543	0.03993833542
544	0.03981245042
545	0.03976904998
546	0.03968808906
547	0.03963752511
548	0.03951765539
549	0.03940625214
550	0.039321955
551	0.03921902185
552	0.03914667051
553	0.03904233903
554	0.03891001738
555	0.03878528544
556	0.03874858497
557	0.03864686921
558	0.03856653202
559	0.03852064138
560	0.03845870955
561	0.0383834165
562	0.03829344884
563	0.03821955698
564	0.03814595116
565	0.03808571196
566	0.03802498053
567	0.03794718202
568	0.03788680723
569	0.03779031855
570	0.0377585701
571	0.03770166776
572	0.03763488925
573	0.03756022775
574	0.03749362217
575	0.03741487168
576	0.03726899713
577	0.03713809286
578	0.03708208615
579	0.03702684151
580	0.03697243254
581	0.03690164671
582	0.03682606059
583	0.03678932275
584	0.03673381571
585	0.0366698133
586	0.03657664174
587	0.03648997506
588	0.03639538792
589	0.03635435943
590	0.03628045502
591	0.03605466458
592	0.0359990529
593	0.03588869582
594	0.03581583101
595	0.03572890671
596	0.03568056485
597	0.03565231803
598	0.03560955584
599	0.03548070051
600	0.03539484855
601	0.03528562885
602	0.03522513437
603	0.03516719238
604	0.03510463369
605	0.03504004694
606	0.03494473569
607	0.03489747116
608	0.03485463622
609	0.0348222567
610	0.03479446183
611	0.03472793002
612	0.03466479079
613	0.03457907631
614	0.03453919602
615	0.03449032209
616	0.03446278712
617	0.03440971242
618	0.03431693075
619	0.03421109863
620	0.03411740249
621	0.03403560332
622	0.03394784984
623	0.03388845926
624	0.03380935669
625	0.03372438134
626	0.03367984399
627	0.03357940554
628	0.03346688995
629	0.03342182373
630	0.03333647766
631	0.03326622545
632	0.03321151045
633	0.03313333455
634	0.03308932928
635	0.03302992492
636	0.03295593342
637	0.03291082716
638	0.03286241408
639	0.03279431577
640	0.0326968321
641	0.03264113099
642	0.03256459988
643	0.03250830305
644	0.03244443185
645	0.03235227665
646	0.0322693965
647	0.03220960609
648	0.03213724463
649	0.03208841739
650	0.03207025683
651	0.03202860986
652	0.03196507483
653	0.03187635994
654	0.03183349021
655	0.03180715716
656	0.03174112996
657	0.03170964235
658	0.03168662347
659	0.03159121762
660	0.03150393837
661	0.03143896654
662	0.03140334538
663	0.03131020993
664	0.0312284314
665	0.03116682738
666	0.03108719345
667	0.03104896308
668	0.03098027181
669	0.03094873895
670	0.03088793354
671	0.03078667823
672	0.03071177702
673	0.03065930198
674	0.03056768908
675	0.03051700268
676	0.03044043854
677	0.03038745477
678	0.03029930135
679	0.03026080755
680	0.0302162928
681	0.0301639706
682	0.03010300497
683	0.03001700329
684	0.0299556258
685	0.02988998381
686	0.02986377806
687	0.02976399737
688	0.02972993976
689	0.02964616909
690	0.02963350787
691	0.02957966698
692	0.02953913226
693	0.02948249854
694	0.02941814234
695	0.02933780511
696	0.02927539461
697	0.02920019848
698	0.0291470633
699	0.02910552418
700	0.02900291965
701	0.02894426336
702	0.02884715894
703	0.02879567222
704	0.02872023117
705	0.02865892991
706	0.02863267075
707	0.02860454298
708	0.02852185978
709	0.02849455992
710	0.02843168663
711	0.02834357668
712	0.02828354556
713	0.02823296824
714	0.02817464884
715	0.0281019942
716	0.02805453511
717	0.02798852562
718	0.02796183317
719	0.02788732943
720	0.02783495928
721	0.02775689692
722	0.02770889413
723	0.02764927527
724	0.02762459435
725	0.02758892459
726	0.02755312834
727	0.0275224446
728	0.02744595405
729	0.02740455816
730	0.02734748112
731	0.02727324281
732	0.02723126187
733	0.02717627052
734	0.02711221349
735	0.02708781973
736	0.02704124936
737	0.02701244663
738	0.02694051693
739	0.02689794281
740	0.02684278161
741	0.02681787368
742	0.02672869408
743	0.0266974024
744	0.02664145125
745	0.026586985
746	0.026542238
747	0.02651914521
748	0.02647872082
749	0.02643303106
750	0.02636755377
751	0.02633634566
752	0.02626593325
753	0.0262488554
754	0.0261994894
755	0.0261487812
756	0.02610186672
757	0.02606385595
758	0.02601209164
759	0.02591489769
760	0.02588205063
761	0.02583854474
762	0.02581232127
763	0.02578886785
764	0.02573253128
765	0.02570386357
766	0.02563722291
767	0.02559694298
768	0.02555574964
769	0.02551050107
770	0.02548342296
771	0.0254349726
772	0.02539169589
773	0.02533864224
774	0.02531967034
775	0.0252926319
776	0.0252438879
777	0.02521055661
778	0.02515950704
779	0.02513396469
780	0.02508015464
781	0.02502435331
782	0.02497616972
783	0.02492811305
784	0.02487619757
785	0.02484255966
786	0.02480344585
787	0.02475313733
788	0.02472417086
789	0.02471128394
790	0.02467231952
791	0.02461874536
792	0.02457681516
793	0.02454669729
794	0.02451512245
795	0.02448945518
796	0.0244559979
797	0.0244351608
798	0.02436710164
799	0.0243356487
800	0.0242846705
801	0.0242572095
802	0.02420757462
803	0.02417152959
804	0.02414600602
805	0.02411693609
806	0.02406974307
807	0.02405039652
808	0.02402054872
809	0.02398792289
810	0.02395636837
811	0.02391096495
812	0.02386877772
813	0.0238468488
814	0.02381276893
815	0.02376054835
816	0.02373253437
817	0.02370644824
818	0.02366381774
819	0.02361798169
820	0.02355070462
821	0.02350953836
822	0.02346986483
823	0.02342967421
824	0.02338100145
825	0.02334215466
826	0.02331521571
827	0.02327263635
828	0.02318180916
829	0.02309925047
830	0.02306327269
831	0.02302920777
832	0.02299746877
833	0.02297636279
834	0.02293995258
835	0.02288352071
836	0.02285713956
837	0.02282336994
838	0.02280166318
839	0.0227775579
840	0.02272773798
841	0.02270374994
842	0.02264875748
843	0.02259954713
844	0.02256799779
845	0.02254435329
846	0.02252244076
847	0.02248830886
848	0.02242048007
849	0.02239961635
850	0.02237353158
851	0.02233058096
852	0.02229806825
853	0.0222567249
854	0.0222187899
855	0.0221960771
856	0.02217486133
857	0.02214759575
858	0.02211931134
859	0.02207766131
860	0.02203690809
861	0.0220036538
862	0.0219599603
863	0.02193506983
864	0.02190307521
865	0.02188243253
866	0.02183468381
867	0.02179598756
868	0.02172521934
869	0.02170387107
870	0.02166388121
871	0.02163658609
872	0.02161708126
873	0.02158408686
874	0.0215121393
875	0.02148696394
876	0.02146350086
877	0.0214431048
878	0.0214144448
879	0.02137088662
880	0.02135296996
881	0.02134402768
882	0.02131762284
883	0.02127670379
884	0.02125472032
885	0.02122659345
886	0.02120824309
887	0.02119235879
888	0.02116987227
889	0.02115324828
890	0.02112547078
891	0.02109375642
892	0.02104920748
893	0.02103220836
894	0.02097283973
895	0.02093989243
896	0.02090986113
897	0.02087630883
898	0.02082213788
899	0.02079956158
900	0.020790761
901	0.02075821038
902	0.02073895922
903	0.02069965728
904	0.02067325432
905	0.02062860728
906	0.02060664742
907	0.02059043018
908	0.02055308826
909	0.0205238008
910	0.02050280145
911	0.02047433229
912	0.02044970706
913	0.02041473573
914	0.02039002223
915	0.0203651344
916	0.02034503015
917	0.02032992836
918	0.02028785575
919	0.02025247672
920	0.02023305393
921	0.02021625235
922	0.02020433675
923	0.02018486848
924	0.02014662751
925	0.0201144653
926	0.02008294442
927	0.02004959633
928	0.02003152484
929	0.01999805147
930	0.01998148071
931	0.01994358247
932	0.01990986784
933	0.01987628896
934	0.01985301267
935	0.0198396556
936	0.01980706394
937	0.019782206
938	0.0197712865
939	0.01974310034
940	0.01972301571
941	0.01969563745
942	0.01967922761
943	0.01966848765
944	0.01964180233
945	0.01962942941
946	0.01959107233
947	0.01954216755
948	0.01951034485
949	0.01948932881
950	0.01944828342
951	0.01941721269
952	0.01937204212
953	0.01934153996
954	0.01931548626
955	0.01927886946
956	0.01925522025
957	0.01922238794
958	0.0191917744
959	0.01915543643
960	0.01910973417
961	0.01908477051
962	0.01904036847
963	0.01901615501
964	0.01899174633
965	0.0189641533
966	0.01892864374
967	0.01889526539
968	0.01887492075
969	0.0188625942
970	0.0188426804
971	0.01882468297
972	0.01881777634
973	0.01878621312
974	0.01874664518
975	0.01869895345
976	0.01868114576
977	0.01865609516
978	0.01863804596
979	0.01858873399
980	0.01856353925
981	0.01854250521
982	0.01852570948
983	0.0185133947
984	0.01850342618
985	0.01848844431
986	0.01846526719
987	0.01841802695
988	0.01837482095
989	0.01835534606
990	0.01831939527
991	0.01829973874
992	0.01827124538
993	0.01823045904
994	0.01821480513
995	0.0181780075
996	0.01813807805
997	0.01813012439
998	0.01811419617
999	0.01809850444
